record_key,audit_file,record_seq,experiment_id,semantic_intent_id,instruction_text,digest_content_md5,m3_preferences_count,negated,negation_markers,candidate_nodes,top_node,top_score,runner_up_node,runner_up_score,gap,matched_example,observed_resolution_step,observed_node_id,expected_node_id,nominal_status,nominal_node
day2_20260821/logs/audit_20260821_144850.jsonl#1,day2_20260821/logs/audit_20260821_144850.jsonl,1,E4,P2,find me a quiet corner to read,0fd61f9e82e8fe6991f0311014384e0c,6,False,,5,8,0.1111111111111111,14,0.0,0.1111111111111111,"the washroom got on fire, help me find something to stop the fire",,9,,abstain_below_threshold,
day2_20260821/logs/audit_20260821_151342.jsonl#1,day2_20260821/logs/audit_20260821_151342.jsonl,1,E4,P1,take me to the place where deliveries arrive,0fd61f9e82e8fe6991f0311014384e0c,6,False,,5,0,0.25,9,0.14285714285714285,0.10714285714285715,go to a place to take a short break for personal needs,,,,abstain_below_threshold,
day2_20260821/logs/audit_20260821_151517.jsonl#1,day2_20260821/logs/audit_20260821_151517.jsonl,1,E4,P2,find me a quiet corner to read,0fd61f9e82e8fe6991f0311014384e0c,6,False,,5,8,0.1111111111111111,14,0.0,0.1111111111111111,"the washroom got on fire, help me find something to stop the fire",,,,abstain_below_threshold,
day2_20260821/logs/audit_20260821_151846.jsonl#1,day2_20260821/logs/audit_20260821_151846.jsonl,1,E4,P1,take me to the place where deliveries arrive,0fd61f9e82e8fe6991f0311014384e0c,6,False,,5,0,0.25,9,0.14285714285714285,0.10714285714285715,go to a place to take a short break for personal needs,,,,abstain_below_threshold,
day2_20260821/logs/audit_20260821_152359.jsonl#1,day2_20260821/logs/audit_20260821_152359.jsonl,1,E4,P2,find me a quiet corner to read,0fd61f9e82e8fe6991f0311014384e0c,6,False,,5,8,0.1111111111111111,14,0.0,0.1111111111111111,"the washroom got on fire, help me find something to stop the fire",,9,,abstain_below_threshold,
day2_20260821/logs/audit_20260821_152524.jsonl#1,day2_20260821/logs/audit_20260821_152524.jsonl,1,E4,P1,take me to the place where deliveries arrive,0fd61f9e82e8fe6991f0311014384e0c,6,False,,5,0,0.25,9,0.14285714285714285,0.10714285714285715,go to a place to take a short break for personal needs,,8,,abstain_below_threshold,
day2_20260821/logs/audit_20260821_152624.jsonl#1,day2_20260821/logs/audit_20260821_152624.jsonl,1,E4,P2,find me a quiet corner to read,0fd61f9e82e8fe6991f0311014384e0c,6,False,,5,8,0.1111111111111111,14,0.0,0.1111111111111111,"the washroom got on fire, help me find something to stop the fire",,9,,abstain_below_threshold,
day2_20260821/logs/audit_20260821_152624.jsonl#2,day2_20260821/logs/audit_20260821_152624.jsonl,2,E4,P2,find me a quiet corner to read,0fd61f9e82e8fe6991f0311014384e0c,6,False,,5,8,0.1111111111111111,14,0.0,0.1111111111111111,"the washroom got on fire, help me find something to stop the fire",,,,abstain_below_threshold,
day2_20260821/logs/audit_20260821_153019.jsonl#1,day2_20260821/logs/audit_20260821_153019.jsonl,1,E4,P1,take me to the place where deliveries arrive,0fd61f9e82e8fe6991f0311014384e0c,6,False,,5,0,0.25,9,0.14285714285714285,0.10714285714285715,go to a place to take a short break for personal needs,,,,abstain_below_threshold,
day2_20260821/logs/audit_20260821_153221.jsonl#1,day2_20260821/logs/audit_20260821_153221.jsonl,1,E4,P2,find me a quiet corner to read,0fd61f9e82e8fe6991f0311014384e0c,6,False,,5,8,0.1111111111111111,14,0.0,0.1111111111111111,"the washroom got on fire, help me find something to stop the fire",,,,abstain_below_threshold,
day2_20260821/logs/audit_20260821_153343.jsonl#1,day2_20260821/logs/audit_20260821_153343.jsonl,1,E4,NEG1,I need to warm up,0fd61f9e82e8fe6991f0311014384e0c,6,False,,5,14,0.0,0,0.0,0.0,"It is too hot in here, take me somewhere I can get some fresh air",,9,,abstain_below_threshold,
day2_20260821/logs/audit_20260821_153343.jsonl#2,day2_20260821/logs/audit_20260821_153343.jsonl,2,E4,NEG1,I need to warm up,0fd61f9e82e8fe6991f0311014384e0c,6,False,,5,14,0.0,0,0.0,0.0,"It is too hot in here, take me somewhere I can get some fresh air",,9,,abstain_below_threshold,
day2_20260821/logs/audit_20260821_153503.jsonl#1,day2_20260821/logs/audit_20260821_153503.jsonl,1,E4,NEG2,take me to the greenest corner of the building,0fd61f9e82e8fe6991f0311014384e0c,6,False,,5,9,0.14285714285714285,0,0.1111111111111111,0.031746031746031744,Take me somewhere I can sit and relax,,14,,abstain_below_threshold,
day2_20260821/logs/audit_20260821_153503.jsonl#2,day2_20260821/logs/audit_20260821_153503.jsonl,2,E4,NEG2,take me to the greenest corner of the building,0fd61f9e82e8fe6991f0311014384e0c,6,False,,5,9,0.14285714285714285,0,0.1111111111111111,0.031746031746031744,Take me somewhere I can sit and relax,,15,,abstain_below_threshold,
day2_20260821/logs/audit_20260821_164323.jsonl#1,day2_20260821/logs/audit_20260821_164323.jsonl,1,E5,pair1,I need to use the restroom,0fd61f9e82e8fe6991f0311014384e0c,6,False,,5,14,0.0,0,0.0,0.0,"It is too hot in here, take me somewhere I can get some fresh air",,0,,abstain_below_threshold,
day2_20260821/logs/audit_20260821_164326.jsonl#1,day2_20260821/logs/audit_20260821_164326.jsonl,1,E5,pair1,I would like to be near the plants,0fd61f9e82e8fe6991f0311014384e0c,6,False,,5,14,0.0,0,0.0,0.0,"It is too hot in here, take me somewhere I can get some fresh air",,15,,abstain_below_threshold,
day2_20260821/logs/audit_20260821_164941.jsonl#1,day2_20260821/logs/audit_20260821_164941.jsonl,1,E5,pair2,point me to a restroom please,0fd61f9e82e8fe6991f0311014384e0c,6,False,,5,14,0.0,0,0.0,0.0,"It is too hot in here, take me somewhere I can get some fresh air",,0,,abstain_below_threshold,
day2_20260821/logs/audit_20260821_164945.jsonl#1,day2_20260821/logs/audit_20260821_164945.jsonl,1,E5,pair2,take me next to a potted plant,0fd61f9e82e8fe6991f0311014384e0c,6,False,,5,9,0.14285714285714285,0,0.1111111111111111,0.031746031746031744,Take me somewhere I can sit and relax,,13,,abstain_below_threshold,
day2_20260821/logs/audit_20260821_165317.jsonl#1,day2_20260821/logs/audit_20260821_165317.jsonl,1,E5,pair3,I am looking for a restroom,0fd61f9e82e8fe6991f0311014384e0c,6,False,,5,14,0.0,0,0.0,0.0,"It is too hot in here, take me somewhere I can get some fresh air",,0,,abstain_below_threshold,
day2_20260821/logs/audit_20260821_165320.jsonl#1,day2_20260821/logs/audit_20260821_165320.jsonl,1,E5,pair3,show me where the potted plants are,0fd61f9e82e8fe6991f0311014384e0c,6,False,,5,14,0.0,0,0.0,0.0,"It is too hot in here, take me somewhere I can get some fresh air",,14,,abstain_below_threshold,
day2_20260821/logs/audit_20260821_172025.jsonl#1,day2_20260821/logs/audit_20260821_172025.jsonl,1,E4b,E4b-G,"my gloves are wet, where can I dry them",0fd61f9e82e8fe6991f0311014384e0c,6,False,,5,14,0.0,0,0.0,0.0,"It is too hot in here, take me somewhere I can get some fresh air",,9,,abstain_below_threshold,
day2_20260821/logs/audit_20260821_172417.jsonl#1,day2_20260821/logs/audit_20260821_172417.jsonl,1,E4b,E4b-G,"my gloves are wet, where can I dry them",0fd61f9e82e8fe6991f0311014384e0c,6,False,,5,14,0.0,0,0.0,0.0,"It is too hot in here, take me somewhere I can get some fresh air",,9,,abstain_below_threshold,
day2_20260821/logs/audit_20260821_172547.jsonl#1,day2_20260821/logs/audit_20260821_172547.jsonl,1,E4b,E4b-G,"my gloves are wet, where can I dry them",0fd61f9e82e8fe6991f0311014384e0c,6,False,,5,14,0.0,0,0.0,0.0,"It is too hot in here, take me somewhere I can get some fresh air",,9,,abstain_below_threshold,
day2_20260821/logs/audit_20260821_172706.jsonl#1,day2_20260821/logs/audit_20260821_172706.jsonl,1,E4b,E4b-G,"my gloves are wet, where can I dry them",0fd61f9e82e8fe6991f0311014384e0c,6,False,,5,14,0.0,0,0.0,0.0,"It is too hot in here, take me somewhere I can get some fresh air",,9,,abstain_below_threshold,
day2_20260821/logs/audit_20260821_172836.jsonl#1,day2_20260821/logs/audit_20260821_172836.jsonl,1,E4b,E4b-G,"my gloves are wet, where can I dry them",0fd61f9e82e8fe6991f0311014384e0c,6,False,,5,14,0.0,0,0.0,0.0,"It is too hot in here, take me somewhere I can get some fresh air",,9,,abstain_below_threshold,
day2_20260821/logs/audit_20260821_173339.jsonl#1,day2_20260821/logs/audit_20260821_173339.jsonl,1,E4b,E4b-G,"my gloves are wet, where can I dry them",5b3f14bc71a1896da5b29a4e655479fa,1,False,,1,9,1.0,,,,"my gloves are wet, where can I dry them",0,9,,accept,9
day2_20260821/logs/audit_20260821_173514.jsonl#1,day2_20260821/logs/audit_20260821_173514.jsonl,1,E4b,E4b-G,"my gloves are wet, where can I dry them",5b3f14bc71a1896da5b29a4e655479fa,1,False,,1,9,1.0,,,,"my gloves are wet, where can I dry them",0,9,,accept,9
day2_20260821/logs/audit_20260821_173618.jsonl#1,day2_20260821/logs/audit_20260821_173618.jsonl,1,E4b,E4b-G,"my gloves are wet, where can I dry them",5b3f14bc71a1896da5b29a4e655479fa,1,False,,1,9,1.0,,,,"my gloves are wet, where can I dry them",0,9,,accept,9
day2_20260821/logs/audit_20260821_173717.jsonl#1,day2_20260821/logs/audit_20260821_173717.jsonl,1,E4b,E4b-G,"my gloves are wet, where can I dry them",5b3f14bc71a1896da5b29a4e655479fa,1,False,,1,9,1.0,,,,"my gloves are wet, where can I dry them",0,9,,accept,9
day2_20260821/logs/audit_20260821_173949.jsonl#1,day2_20260821/logs/audit_20260821_173949.jsonl,1,E4b,E4b-NEG,I need to warm up,5b3f14bc71a1896da5b29a4e655479fa,1,False,,1,9,0.0,,,,"my gloves are wet, where can I dry them",,9,,abstain_below_threshold,
