day,run_id,audit_file,platform_id,record_seq,timestamp_utc,experiment_id,experiment_phase,semantic_intent_id,repetition_index,mission_index,concurrency_group_id,concurrent_peers,instruction_text,instruction_language,resolution_method,resolution_step,is_escalated,node_id,node_name,expected_node_id,nav_outcome,arrival_ok,xy_error_m,distance_traveled_m,start_x_m,start_y_m,start_yaw_rad,end_x_m,end_y_m,end_yaw_rad,amcl_converged,amcl_covariance_trace,resolve_ms,vlm_ms,nav_total_s,reroute_count,blocked_attempts,validation_allowed,validation_reason,confirmation_method,confirmation_signature_type,confirmed,confirmation_confidence,confirmation_parse_status,confirmation_prompt_md5,m3_promotion_triggered,m3_preferences_count,memory_status,digest_content_md5,digest_generated_at,memory_prefix_included,memory_prefix_chars,luminance_mean,image_start,image_start_md5,image_finish,image_finish_md5
day1_20260820,20260820_154029,day1_20260820/logs/audit_20260820_154029.jsonl,xplorer-c,1,2026-08-20T12:41:00.869+00:00,E2,,N08,1,1,,1,don't go to a place to take a short break for personal needs,en,L3b_vlm,,no,1,hall_entry,,mission_complete,True,0.153,1.918,2.3281,1.6553,-1.7044,0.6513,1.6745,-3.1208,True,0.076183,0.04744529724121094,8404.711961746216,10.36,0,[],True,ALLOW: all checks passed,,,,,,,False,6,loaded,0fd61f9e82e8fe6991f0311014384e0c,2026-04-23T10:19:36.377832Z,True,460,140.41,day1_20260820/logs/20260820_154029/mission_1_hall_entry/start.jpg,1cb47ee03a45acdf9dc67e5aa713a14c,,
day1_20260820,20260820_154142,day1_20260820/logs/audit_20260820_154142.jsonl,xplorer-c,1,2026-08-20T12:41:56.611+00:00,E2,,N09,1,,,1,Do not take me to the restroom,en,L3b_vlm_negation_blocked,,no,-1,,,clarification_requested,,,,,,,,,,,,0.056743621826171875,6992.594242095947,,0,[],False,negation_detected,,,,,,,,6,loaded,0fd61f9e82e8fe6991f0311014384e0c,2026-04-23T10:19:36.377832Z,True,460,,,,,
day1_20260820,20260820_154206,day1_20260820/logs/audit_20260820_154206.jsonl,xplorer-c,1,2026-08-20T12:42:19.094+00:00,E2,,N10,1,,,1,nu ma duce la toaleta,ro,L3b_vlm_negation_blocked,,no,-1,,,clarification_requested,,,,,,,,,,,,0.042438507080078125,7154.951572418213,,0,[],False,negation_detected,,,,,,,,6,loaded,0fd61f9e82e8fe6991f0311014384e0c,2026-04-23T10:19:36.377832Z,True,460,,,,,
day1_20260820,20260820_154234,day1_20260820/logs/audit_20260820_154234.jsonl,xplorer-c,1,2026-08-20T12:42:53.763+00:00,E2,,X01,1,,,1,take me anywhere except the restroom,en,escalated,,yes,,,,vlm_failed,,,,,,,,,,,,0.04076957702636719,,,0,[],False,negation_detected,,,,,,,,6,loaded,0fd61f9e82e8fe6991f0311014384e0c,2026-04-23T10:19:36.377832Z,True,460,,,,,
day1_20260820,20260820_154348,day1_20260820/logs/audit_20260820_154348.jsonl,xplorer-c,1,2026-08-20T12:44:02.620+00:00,E2,,X02,1,,,1,take me somewhere other than the restroom,en,L3b_vlm_negation_blocked,,no,-1,,,clarification_requested,,,,,,,,,,,,0.1049041748046875,7499.355316162109,,0,[],False,negation_detected,,,,,,,,6,loaded,0fd61f9e82e8fe6991f0311014384e0c,2026-04-23T10:19:36.377832Z,True,460,,,,,
day1_20260820,20260820_154422,day1_20260820/logs/audit_20260820_154422.jsonl,xplorer-c,1,2026-08-20T12:44:34.517+00:00,E2,,X03,1,,,1,"du-ma altundeva, nu la toaleta",ro,escalated,,yes,,,,vlm_failed,,,,,,,,,,,,0.10180473327636719,,,0,[],False,negation_detected,,,,,,,,6,loaded,0fd61f9e82e8fe6991f0311014384e0c,2026-04-23T10:19:36.377832Z,True,460,,,,,
day1_20260820,20260820_154520,day1_20260820/logs/audit_20260820_154520.jsonl,xplorer-c,1,2026-08-20T12:46:05.998+00:00,E2,,X04,1,1,,1,go anywhere but cb204,en,L3b_vlm,,no,15,junction_e1,,missed,False,4.906,1.43,2.0555,1.7249,-1.6504,2.364,2.2416,1.6004,True,0.04262,0.03600120544433594,7307.174921035767,33.6,0,[],True,ALLOW: all checks passed,,,,,,,False,6,loaded,0fd61f9e82e8fe6991f0311014384e0c,2026-04-23T10:19:36.377832Z,True,460,129.05,day1_20260820/logs/20260820_154520/mission_1_junction_e1/start.jpg,d9b1d7133e5effb0f24c850089a64978,,
day1_20260820,20260820_154520,day1_20260820/logs/audit_20260820_154520.jsonl,xplorer-c,2,2026-08-20T12:46:30.082+00:00,E2,,X04,1,2,,1,go anywhere but cb204,en,L3b_vlm,,no,9,radiator,,missed,False,6.485,3.772,2.364,2.2416,1.6004,0.1006,3.9642,-2.7439,True,0.053727,0.029325485229492188,7386.904239654541,16.63,0,[],True,ALLOW: all checks passed,,,,,,,False,6,loaded,0fd61f9e82e8fe6991f0311014384e0c,2026-04-23T10:19:36.377832Z,True,460,140.59,day1_20260820/logs/20260820_154520/mission_2_radiator/start.jpg,ff83a4820623d7b93f39aed1e6567c3c,,
day1_20260820,20260820_154745,day1_20260820/logs/audit_20260820_154745.jsonl,xplorer-c,1,2026-08-20T12:47:56.227+00:00,E2,,X04,1,,,1,go anywhere but cb204,en,L3b_vlm_negation_blocked,,no,-1,,,clarification_requested,,,,,,,,,,,,0.03361701965332031,7702.455043792725,,0,[],False,negation_detected,,,,,,,,6,loaded,0fd61f9e82e8fe6991f0311014384e0c,2026-04-23T10:19:36.377832Z,True,460,,,,,
day1_20260820,20260820_154819,day1_20260820/logs/audit_20260820_154819.jsonl,xplorer-c,1,2026-08-20T12:48:32.564+00:00,E2,,X01,2,,,1,take me anywhere except the restroom,en,L3b_vlm_negation_blocked,,no,-1,,,clarification_requested,,,,,,,,,,,,0.038623809814453125,7549.240827560425,,0,[],False,negation_detected,,,,,,,,6,loaded,0fd61f9e82e8fe6991f0311014384e0c,2026-04-23T10:19:36.377832Z,True,460,,,,,
day1_20260820,20260820_154847,day1_20260820/logs/audit_20260820_154847.jsonl,xplorer-c,1,2026-08-20T12:49:00.524+00:00,E2,,X02,2,,,1,take me somewhere other than the restroom,en,L3b_vlm_negation_blocked,,no,-1,,,clarification_requested,,,,,,,,,,,,0.09131431579589844,8003.237247467041,,0,[],False,negation_detected,,,,,,,,6,loaded,0fd61f9e82e8fe6991f0311014384e0c,2026-04-23T10:19:36.377832Z,True,460,,,,,
day1_20260820,20260820_154912,day1_20260820/logs/audit_20260820_154912.jsonl,xplorer-c,1,2026-08-20T12:49:31.425+00:00,E2,,X03,2,,,1,"du-ma altundeva, nu la toaleta",ro,escalated,,yes,,,,vlm_failed,,,,,,,,,,,,0.04458427429199219,,,0,[],False,negation_detected,,,,,,,,6,loaded,0fd61f9e82e8fe6991f0311014384e0c,2026-04-23T10:19:36.377832Z,True,460,,,,,
day1_20260820,20260820_155021,day1_20260820/logs/audit_20260820_155021.jsonl,xplorer-c,1,2026-08-20T12:50:33.589+00:00,E2,,X04,2,,,1,go anywhere but cb204,en,L3b_vlm_negation_blocked,,no,-1,,,clarification_requested,,,,,,,,,,,,0.04100799560546875,7812.605381011963,,0,[],False,negation_detected,,,,,,,,6,loaded,0fd61f9e82e8fe6991f0311014384e0c,2026-04-23T10:19:36.377832Z,True,460,,,,,
day1_20260820,20260820_155048,day1_20260820/logs/audit_20260820_155048.jsonl,xplorer-c,1,2026-08-20T12:51:22.198+00:00,E2,,C01,1,1,,1,"lab cb203 got on fire, help me find something to stop the fire",en,L3b_vlm,,no,8,cb202,23,mission_complete,True,0.208,1.95,2.1298,1.9641,-1.58,2.1565,0.2031,-1.4804,True,0.044941,0.4737377166748047,6898.979425430298,21.31,0,[],True,ALLOW: all checks passed,vlm_landmark,landmark,True,HIGH,ok,1e750e376384b9018b536a1728d123ae,False,6,loaded,0fd61f9e82e8fe6991f0311014384e0c,2026-04-23T10:19:36.377832Z,True,460,139.37,day1_20260820/logs/20260820_155048/mission_1_cb202/start.jpg,745bf102d4f10fcd72aaf6711ef1cd1b,day1_20260820/logs/20260820_155048/mission_1_cb202/finish.jpg,42931d47db788f85196cba866dd851b5
day1_20260820,20260820_155138,day1_20260820/logs/audit_20260820_155138.jsonl,xplorer-c,1,2026-08-20T12:52:12.204+00:00,E2,,C02,1,1,,1,"lab cb204 got on fire, help me find something to stop the fire",en,L3a_deterministic,2,no,5,cb204,5,mission_complete,True,0.165,3.872,2.2329,1.5252,-1.3356,2.2156,4.6362,1.663,True,0.055714,0.4165172576904297,0.0,26.51,0,[],True,ALLOW: all checks passed,vlm_contextual,contextual,True,HIGH,ok,f594f968a1a3fef04c3095d9df17baa9,False,6,loaded,0fd61f9e82e8fe6991f0311014384e0c,2026-04-23T10:19:36.377832Z,True,460,132.67,day1_20260820/logs/20260820_155138/mission_1_cb204/start.jpg,586e0a7b71b8c9fe374f199ecd674a0a,day1_20260820/logs/20260820_155138/mission_1_cb204/finish.jpg,469f79d87a50cc7c593b3e05430099b9
day1_20260820,20260820_155310,day1_20260820/logs/audit_20260820_155310.jsonl,xplorer-c,1,2026-08-20T12:53:38.365+00:00,E2,,A01,1,1,,1,go to a place to take a short break for personal needs,en,L3a_m3_preference,0,no,0,toilet_m,0,mission_complete,True,0.1,3.303,2.3087,1.5698,-1.4993,0.5973,0.0227,-3.0285,True,0.06713,0.14901161193847656,0.0,12.21,0,[],True,ALLOW: all checks passed,pose_based,none,True,HIGH,,,True,6,loaded,0fd61f9e82e8fe6991f0311014384e0c,2026-04-23T10:19:36.377832Z,True,460,130.99,day1_20260820/logs/20260820_155310/mission_1_toilet_m/start.jpg,33a0d32192d1d6056eb7ec3ff4bb81a2,day1_20260820/logs/20260820_155310/mission_1_toilet_m/finish.jpg,ece6a22352d036815e817389177d15a5
day1_20260820,20260820_155407,day1_20260820/logs/audit_20260820_155407.jsonl,xplorer-c,1,2026-08-20T12:54:27.936+00:00,E2,,A02,1,1,,1,"the washroom got on fire, help me find something to stop the fire",en,L3a_m3_preference,0,no,8,cb202,8,mission_complete,True,0.21,1.757,2.4033,1.7486,-1.5142,2.1917,0.2098,-1.5872,True,0.044916,0.13709068298339844,0.0,15.74,0,[],True,ALLOW: all checks passed,vlm_landmark,landmark,True,HIGH,ok,1e750e376384b9018b536a1728d123ae,True,6,loaded,0fd61f9e82e8fe6991f0311014384e0c,2026-04-23T10:19:36.377832Z,True,460,133.99,day1_20260820/logs/20260820_155407/mission_1_cb202/start.jpg,1232ef6bb1ee7d04706b6dc474354c02,day1_20260820/logs/20260820_155407/mission_1_cb202/finish.jpg,af3c479601eaf88ab6381d51c1e003fc
day1_20260820,20260820_155439,day1_20260820/logs/audit_20260820_155439.jsonl,xplorer-c,1,2026-08-20T12:55:14.462+00:00,E2,,A03,1,1,,1,go to cb204,en,L3a_deterministic,2,no,5,cb204,5,mission_complete,True,0.163,3.771,2.1208,1.5396,-1.538,2.2059,4.6374,1.5935,True,0.056325,0.29540061950683594,0.0,25.17,0,[],True,ALLOW: all checks passed,vlm_contextual,contextual,True,HIGH,ok,f594f968a1a3fef04c3095d9df17baa9,False,6,loaded,0fd61f9e82e8fe6991f0311014384e0c,2026-04-23T10:19:36.377832Z,True,460,144.06,day1_20260820/logs/20260820_155439/mission_1_cb204/start.jpg,e1da77471064aafd0b67a3748acb7330,day1_20260820/logs/20260820_155439/mission_1_cb204/finish.jpg,6cca8e4e3dea4f90bb283301f92398d3
day1_20260820,20260820_155612,day1_20260820/logs/audit_20260820_155612.jsonl,xplorer-c,1,2026-08-20T12:56:42.158+00:00,E0,,AS,1,1,,1,take me to the main entrance,en,L3b_vlm,,no,1,hall_entry,0,mission_complete,True,0.221,1.91,2.3117,1.7503,-1.6344,0.7131,1.7076,3.0893,True,0.057229,0.4470348358154297,11582.255125045776,12.38,0,[],True,ALLOW: all checks passed,,,,,,,False,6,loaded,0fd61f9e82e8fe6991f0311014384e0c,2026-04-23T10:19:36.377832Z,True,460,140.84,day1_20260820/logs/20260820_155612/mission_1_hall_entry/start.jpg,8efc3a23b78c77515bd408e5c6bdd66f,,
day1_20260820,20260820_155830,day1_20260820/logs/audit_20260820_155830.jsonl,xplorer-c,1,2026-08-20T12:58:55.514+00:00,E0,,AS,2,1,,1,"the washroom got on fire, help me find something to stop the fire",en,L3a_m3_preference,0,no,8,cb202,8,mission_complete,True,0.132,1.708,2.3418,1.7024,-1.5418,2.2181,0.1312,-1.5612,True,0.047642,0.11277198791503906,0.0,20.69,0,[],True,ALLOW: all checks passed,vlm_landmark,landmark,True,HIGH,ok,1e750e376384b9018b536a1728d123ae,True,6,loaded,0fd61f9e82e8fe6991f0311014384e0c,2026-04-23T10:19:36.377832Z,True,460,129.54,day1_20260820/logs/20260820_155830/mission_1_cb202/start.jpg,ad7035634450dc8578d1ab1fefacba45,day1_20260820/logs/20260820_155830/mission_1_cb202/finish.jpg,ca59c332090ad48ef0d96eed8e403d26
day1_20260820,20260820_160313,day1_20260820/logs/audit_20260820_160313.jsonl,xplorer-b,1,2026-08-20T13:03:42.485+00:00,E0,,AD,1,1,,1,"the washroom got on fire, help me find something to stop the fire",en,L3a_m3_preference,0,no,8,cb202,8,mission_complete,True,0.207,1.718,2.2452,1.6669,-1.5587,2.1891,0.2069,-1.5775,True,0.052055,0.15091896057128906,0.0,15.57,0,[],True,ALLOW: all checks passed,vlm_landmark,landmark,True,HIGH,ok,1e750e376384b9018b536a1728d123ae,True,6,loaded,0fd61f9e82e8fe6991f0311014384e0c,2026-04-23T10:19:36.377832Z,True,460,137.84,day1_20260820/logs/20260820_160313/mission_1_cb202/start.jpg,e1fce606517cb6b9f1668e73e10d5933,day1_20260820/logs/20260820_160313/mission_1_cb202/finish.jpg,c31956a17a1d103802d9700e1ce286e3
day2_20260821,20260821_103929,day2_20260821/logs/audit_20260821_103929.jsonl,xplorer-c,1,2026-08-21T07:39:57.472+00:00,E0,,AD,1,1,,1,take me to cb202,en,L3a_deterministic,2,no,8,cb202,8,mission_complete,True,0.02,1.9,,,,2.2188,-0.007,-1.4168,True,0.02399,0.3974437713623047,0.0,24.33,0,[],True,ALLOW: all checks passed,vlm_landmark,landmark,True,HIGH,ok,1e750e376384b9018b536a1728d123ae,False,8,loaded,2805d6a0705ddec9d629b643242e5b1d,2026-08-17T12:50:40.460217Z,True,481,142.35,day2_20260821/logs/20260821_103929/mission_1_cb202/start.jpg,87d13ca164cba0a4346180d9759da18d,day2_20260821/logs/20260821_103929/mission_1_cb202/finish.jpg,e3d4726db8281b8ce3939795e3e40983
day2_20260821,20260821_104534,day2_20260821/logs/audit_20260821_104534.jsonl,xplorer-b,1,2026-08-21T07:45:58.059+00:00,E0,,AD,1,1,,1,take me to cb202,en,L3a_deterministic,2,no,8,cb202,8,mission_complete,True,0.233,1.842,2.3367,1.7938,-1.579,2.2626,0.2249,-1.492,True,0.045012,0.3807544708251953,0.0,19.48,0,[],True,ALLOW: all checks passed,vlm_landmark,landmark,False,LOW,ok,1e750e376384b9018b536a1728d123ae,False,8,loaded,2805d6a0705ddec9d629b643242e5b1d,2026-08-17T12:50:40.460217Z,True,481,135.04,day2_20260821/logs/20260821_104534/mission_1_cb202/start.jpg,a411a766d8f24422b6bd1393f0d32883,day2_20260821/logs/20260821_104534/mission_1_cb202/finish.jpg,509ac76d595d9b4df854320420fb9c36
day2_20260821,20260821_105438,day2_20260821/logs/audit_20260821_105438.jsonl,xplorer-b,1,2026-08-21T07:55:07.945+00:00,E0,,AD,1,1,,1,take me to cb202,en,L3a_deterministic,2,no,8,cb202,8,mission_complete,True,0.14,1.874,2.3151,1.6135,-1.6104,2.2611,0.1261,-1.4354,True,0.028037,0.36597251892089844,0.0,24.53,0,[],True,ALLOW: all checks passed,vlm_landmark,landmark,True,HIGH,ok,1e750e376384b9018b536a1728d123ae,False,8,loaded,2805d6a0705ddec9d629b643242e5b1d,2026-08-17T12:50:40.460217Z,True,481,133.13,day2_20260821/logs/20260821_105438/mission_1_cb202/start.jpg,aab5965037ee9858e1e39b93876d7580,day2_20260821/logs/20260821_105438/mission_1_cb202/finish.jpg,68e222267e68012624745fae259db222
day2_20260821,20260821_110624,day2_20260821/logs/audit_20260821_110624.jsonl,xplorer-b,1,2026-08-21T08:07:02.701+00:00,E3,,S1,1,1,,1,go to a place to take a short break for personal needs,en,L3a_m3_preference,0,no,0,toilet_m,0,missed,False,1.647,3.555,2.3039,1.6301,-1.5177,2.1292,0.2446,-2.7581,True,0.023419,0.13685226440429688,0.0,31.8,0,[],True,ALLOW: all checks passed,,,,,,,True,6,loaded,0fd61f9e82e8fe6991f0311014384e0c,2026-04-23T10:19:36.377832Z,True,460,134.69,day2_20260821/logs/20260821_110624/mission_1_toilet_m/start.jpg,079b7b531a1818ddfb24ba5ec863d16b,,
day2_20260821,20260821_110624,day2_20260821/logs/audit_20260821_110624.jsonl,xplorer-b,2,2026-08-21T08:07:25.072+00:00,E3,,S1,1,2,,1,go to a place to take a short break for personal needs,en,L3a_m3_preference,0,no,0,toilet_m,0,mission_complete,True,0.133,2.189,2.1292,0.2446,-2.7581,0.4522,0.1241,-2.8786,True,0.033904,0.110626220703125,0.0,22.28,0,[],True,ALLOW: all checks passed,pose_based,none,True,HIGH,,,True,6,loaded,0fd61f9e82e8fe6991f0311014384e0c,2026-04-23T10:19:36.377832Z,True,460,137.18,day2_20260821/logs/20260821_110624/mission_2_toilet_m/start.jpg,7ce16ae5a9cc1654bdb2c12d20e4a14b,day2_20260821/logs/20260821_110624/mission_2_toilet_m/finish.jpg,86a2d5a55675bb2e32eb4105ae4ef5ee
day2_20260821,20260821_110814,day2_20260821/logs/audit_20260821_110814.jsonl,xplorer-b,1,2026-08-21T08:09:02.733+00:00,E3,,S2,1,1,,1,"the washroom got on fire, help me find something to stop the fire",en,L3a_m3_preference,0,no,8,cb202,8,mission_complete,True,0.051,1.919,1.995,1.5324,-1.2732,2.1527,0.0181,-1.5365,True,0.027595,0.10347366333007812,0.0,42.88,0,[],True,ALLOW: all checks passed,vlm_landmark,landmark,True,HIGH,ok,1e750e376384b9018b536a1728d123ae,True,6,loaded,0fd61f9e82e8fe6991f0311014384e0c,2026-04-23T10:19:36.377832Z,True,460,135.55,day2_20260821/logs/20260821_110814/mission_1_cb202/start.jpg,18e05110f7d8c60cbbfe45c9eba39d2f,day2_20260821/logs/20260821_110814/mission_1_cb202/finish.jpg,82b49fd76dd0ef8245bb7e9c993c25d6
day2_20260821,20260821_110936,day2_20260821/logs/audit_20260821_110936.jsonl,xplorer-b,1,2026-08-21T08:09:47.090+00:00,E3,,S3,1,1,,1,Take me somewhere I can sit and relax,en,L3a_m3_preference,0,no,9,radiator,9,missed,False,2.865,0.674,2.4228,1.6315,-1.8989,2.3357,1.0767,-1.6937,True,0.1202,0.11014938354492188,0.0,5.94,0,[],True,ALLOW: all checks passed,,,,,,,True,6,loaded,0fd61f9e82e8fe6991f0311014384e0c,2026-04-23T10:19:36.377832Z,True,460,134.74,day2_20260821/logs/20260821_110936/mission_1_radiator/start.jpg,4176ee6772c483e48e9e7e91e55ba230,,
day2_20260821,20260821_110936,day2_20260821/logs/audit_20260821_110936.jsonl,xplorer-b,2,2026-08-21T08:10:15.635+00:00,E3,,S3,1,2,,1,Take me somewhere I can sit and relax,en,L3a_m3_preference,0,no,9,radiator,9,mission_complete,True,0.17,4.049,2.3357,1.0767,-1.6937,4.623,-0.6833,-1.5304,True,0.020063,0.20647048950195312,0.0,28.45,0,[],True,ALLOW: all checks passed,vlm_landmark,landmark,True,HIGH,ok,e089c782ec4bc1b920c344141b688498,True,6,loaded,0fd61f9e82e8fe6991f0311014384e0c,2026-04-23T10:19:36.377832Z,True,460,139.75,day2_20260821/logs/20260821_110936/mission_2_radiator/start.jpg,8120936a96e25165c284957136b5ca1c,day2_20260821/logs/20260821_110936/mission_2_radiator/finish.jpg,9005145aa4d84e94c982cfeeba3a3089
day2_20260821,20260821_111058,day2_20260821/logs/audit_20260821_111058.jsonl,xplorer-b,1,2026-08-21T08:11:39.230+00:00,E3,,S3o,1,1,,1,"It is too hot in here, take me somewhere I can get some fresh air",en,L3a_m3_preference,0,no,14,plant_5,14,mission_complete,True,0.159,8.169,2.1809,1.6749,-1.7132,6.6218,5.2584,1.5212,True,0.109299,0.1595020294189453,0.0,34.94,0,[],True,ALLOW: all checks passed,vlm_landmark,landmark,True,HIGH,ok,ace89171863277f13e882160d6034536,True,6,loaded,0fd61f9e82e8fe6991f0311014384e0c,2026-04-23T10:19:36.377832Z,True,460,135.38,day2_20260821/logs/20260821_111058/mission_1_plant_5/start.jpg,883da42925267f3c92d28aaa1651897f,day2_20260821/logs/20260821_111058/mission_1_plant_5/finish.jpg,6dfa7fb7aea799ec7fdece5239678797
day2_20260821,20260821_111235,day2_20260821/logs/audit_20260821_111235.jsonl,xplorer-b,1,2026-08-21T08:13:06.123+00:00,E3,,S4,1,1,,1,take me to cb204,en,L3a_deterministic,2,no,5,cb204,5,mission_complete,True,0.15,3.604,2.4187,1.5679,-1.6586,2.2076,4.6505,1.6391,True,0.06289,0.3104209899902344,0.0,24.15,0,[],True,ALLOW: all checks passed,vlm_contextual,contextual,True,HIGH,ok,f594f968a1a3fef04c3095d9df17baa9,False,6,loaded,0fd61f9e82e8fe6991f0311014384e0c,2026-04-23T10:19:36.377832Z,True,460,143.11,day2_20260821/logs/20260821_111235/mission_1_cb204/start.jpg,e9b5502debaca110da09d3e97c7a4d73,day2_20260821/logs/20260821_111235/mission_1_cb204/finish.jpg,718deec165ff2e999d0620fdfac16080
day2_20260821,20260821_111411,day2_20260821/logs/audit_20260821_111411.jsonl,xplorer-b,1,2026-08-21T08:14:25.982+00:00,E3,,S5,1,1,,1,take me to the nearest plant,en,L3a_deterministic,6,no,19,plant_3,,missed,False,4.439,0.818,2.4414,1.7593,-1.6411,3.0228,1.7944,0.0028,True,0.137624,0.37670135498046875,0.0,9.42,0,[],True,ALLOW: all checks passed,,,,,,,False,6,loaded,0fd61f9e82e8fe6991f0311014384e0c,2026-04-23T10:19:36.377832Z,True,460,139.78,day2_20260821/logs/20260821_111411/mission_1_plant_3/start.jpg,737b189c8d633f80eb410cbb6bd4166e,,
day2_20260821,20260821_111411,day2_20260821/logs/audit_20260821_111411.jsonl,xplorer-b,2,2026-08-21T08:14:33.750+00:00,E3,,S5,1,2,,1,take me to the nearest plant,en,L3a_deterministic,6,no,19,plant_3,,missed,False,3.666,1.097,3.0228,1.7944,0.0028,4.0114,1.7442,-0.1436,True,0.110895,0.3108978271484375,0.0,7.68,0,[],True,ALLOW: all checks passed,,,,,,,False,6,loaded,0fd61f9e82e8fe6991f0311014384e0c,2026-04-23T10:19:36.377832Z,True,460,140.47,day2_20260821/logs/20260821_111411/mission_2_plant_3/start.jpg,0d900dd392a96ea3dba1247aa735bb66,,
day2_20260821,20260821_111411,day2_20260821/logs/audit_20260821_111411.jsonl,xplorer-b,3,2026-08-21T08:14:40.890+00:00,E3,,S5,1,3,,1,take me to the nearest plant,en,L3a_deterministic,6,no,19,plant_3,,missed,False,3.224,0.811,4.0114,1.7442,-0.1436,4.6728,1.7214,0.0454,True,0.114148,0.26297569274902344,0.0,7.03,0,[],True,ALLOW: all checks passed,,,,,,,False,6,loaded,0fd61f9e82e8fe6991f0311014384e0c,2026-04-23T10:19:36.377832Z,True,460,132.06,day2_20260821/logs/20260821_111411/mission_3_plant_3/start.jpg,98b6805f5067989dc4aca022e79a9acf,,
day2_20260821,20260821_111411,day2_20260821/logs/audit_20260821_111411.jsonl,xplorer-b,4,2026-08-21T08:14:48.215+00:00,E3,,S5,1,4,,1,take me to the nearest plant,en,L3a_deterministic,6,no,19,plant_3,,missed,False,2.94,0.795,4.6728,1.7214,0.0454,5.3068,1.7642,-0.0591,True,0.101643,0.31065940856933594,0.0,7.23,0,[],True,ALLOW: all checks passed,,,,,,,False,6,loaded,0fd61f9e82e8fe6991f0311014384e0c,2026-04-23T10:19:36.377832Z,True,460,147.28,day2_20260821/logs/20260821_111411/mission_4_plant_3/start.jpg,94f122b2529d64dcb3b5dd54e91249d5,,
day2_20260821,20260821_111411,day2_20260821/logs/audit_20260821_111411.jsonl,xplorer-b,5,2026-08-21T08:14:57.999+00:00,E3,,S5,1,5,,1,take me to the nearest plant,en,L3a_deterministic,6,no,19,plant_3,,missed,False,2.182,1.452,5.3068,1.7642,-0.0591,6.4952,1.2817,-0.9914,True,0.050205,0.2963542938232422,0.0,9.69,0,[],True,ALLOW: all checks passed,,,,,,,False,6,loaded,0fd61f9e82e8fe6991f0311014384e0c,2026-04-23T10:19:36.377832Z,True,460,137.17,day2_20260821/logs/20260821_111411/mission_5_plant_3/start.jpg,43944e4e7361761b68633f559731f4e4,,
day2_20260821,20260821_111411,day2_20260821/logs/audit_20260821_111411.jsonl,xplorer-b,6,2026-08-21T08:15:16.212+00:00,E3,,S5,1,6,,1,take me to the nearest plant,en,L3a_deterministic,6,no,19,plant_3,,mission_complete,True,0.172,2.271,6.4952,1.2817,-0.9914,6.4743,-0.745,-1.5427,True,0.069052,0.3254413604736328,0.0,18.13,0,[],True,ALLOW: all checks passed,vlm_landmark,landmark,True,HIGH,ok,35a4edab17bfe1c82d8bc853388d482d,False,6,loaded,0fd61f9e82e8fe6991f0311014384e0c,2026-04-23T10:19:36.377832Z,True,460,146.09,day2_20260821/logs/20260821_111411/mission_6_plant_3/start.jpg,d2cb169dbd83966c5490cd177f0f7c92,day2_20260821/logs/20260821_111411/mission_6_plant_3/finish.jpg,90ad689cd9d41ba1330c71b9ae957d0f
day2_20260821,20260821_111601,day2_20260821/logs/audit_20260821_111601.jsonl,xplorer-b,1,2026-08-21T08:16:39.646+00:00,E3,,S6,1,1,,1,go to lab_chair,en,L3a_deterministic,3,no,15,junction_e1,15,mission_complete,True,0.216,7.501,2.1466,1.702,-1.7045,6.5593,4.5842,1.5867,True,0.082753,0.28204917907714844,0.0,33.18,0,[],True,ALLOW: all checks passed,vlm_landmark,landmark,True,HIGH,ok,de180d6fd3375e3f85159f2b90d031ab,False,6,loaded,0fd61f9e82e8fe6991f0311014384e0c,2026-04-23T10:19:36.377832Z,True,460,138.02,day2_20260821/logs/20260821_111601/mission_1_junction_e1/start.jpg,756e2da59079812cc057763ee72c5c85,day2_20260821/logs/20260821_111601/mission_1_junction_e1/finish.jpg,27e71993fc03a68238832190ae4d1076
day2_20260821,20260821_111727,day2_20260821/logs/audit_20260821_111727.jsonl,xplorer-b,1,2026-08-21T08:18:20.831+00:00,E3,,S7,1,1,,1,navigate to window_north,en,L3a_deterministic,3,no,14,plant_5,14,mission_complete,True,0.21,8.156,2.3,1.486,-1.622,6.5481,5.1901,1.5879,True,0.082021,0.3495216369628906,0.0,48.42,0,[],True,ALLOW: all checks passed,vlm_landmark,landmark,True,HIGH,ok,ace89171863277f13e882160d6034536,False,6,loaded,0fd61f9e82e8fe6991f0311014384e0c,2026-04-23T10:19:36.377832Z,True,460,140.43,day2_20260821/logs/20260821_111727/mission_1_plant_5/start.jpg,832aee5e8e09ca2dacc3676cfdf90a30,day2_20260821/logs/20260821_111727/mission_1_plant_5/finish.jpg,cc737c2ab080261018e242d4ad447815
